ID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous
A26683,37,management,married,high.school,no,yes,no,cellular,jul,mon,599,1,999,0
A26684,47,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,461,1,999,0
A26685,56,services,married,high.school,unknown,no,yes,telephone,may,fri,90,3,999,0
A26686,38,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,468,1,999,0
A26687,60,self-employed,married,professional.course,no,yes,no,telephone,jun,thu,318,2,999,0
A26688,40,self-employed,married,high.school,unknown,no,no,telephone,may,mon,131,2,999,0
A26689,32,student,single,university.degree,no,yes,no,cellular,jun,mon,197,2,999,1
A26690,60,retired,married,basic.4y,unknown,no,no,telephone,jun,mon,155,4,999,0
A26691,46,admin.,single,high.school,no,no,no,telephone,may,thu,78,4,999,0
A26692,59,technician,married,unknown,no,no,no,telephone,jun,tue,131,4,999,0
A26693,31,admin.,married,university.degree,no,yes,no,cellular,oct,tue,213,1,999,0
A26694,48,self-employed,divorced,high.school,no,yes,no,cellular,nov,mon,82,1,999,0
A26695,28,technician,single,professional.course,no,yes,no,telephone,mar,tue,58,2,999,0
A26696,52,admin.,married,university.degree,no,no,no,telephone,may,fri,622,1,999,0
A26697,39,self-employed,married,university.degree,no,no,no,telephone,jun,tue,199,1,999,0
A26698,31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,76,4,999,0
A26699,58,technician,married,professional.course,unknown,no,no,cellular,aug,tue,287,1,999,0
A26700,39,technician,single,professional.course,no,no,no,cellular,aug,thu,122,1,999,0
A26701,41,services,married,high.school,unknown,no,yes,telephone,jul,mon,187,11,999,0
A26702,30,admin.,single,university.degree,no,no,yes,cellular,jul,tue,127,2,999,0
A26703,27,technician,single,professional.course,no,no,no,cellular,may,fri,411,6,999,1
A26704,52,management,divorced,university.degree,no,no,no,telephone,jun,thu,167,1,999,0
A26705,27,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,tue,246,4,999,0
A26706,40,housemaid,single,professional.course,no,no,no,telephone,may,mon,111,4,999,0
A26707,47,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,208,2,999,0
A26708,33,technician,married,professional.course,no,no,no,cellular,aug,fri,335,3,999,0
A26709,35,admin.,divorced,high.school,no,yes,no,cellular,may,mon,163,1,999,0
A26710,31,technician,single,unknown,no,no,no,cellular,aug,mon,308,1,999,2
A26711,56,blue-collar,married,basic.4y,no,yes,no,cellular,aug,thu,366,1,999,0
A26712,44,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,145,2,999,0
A26713,48,management,married,basic.9y,no,yes,no,cellular,may,tue,393,1,999,0
A26714,31,technician,single,basic.9y,no,yes,no,cellular,jul,mon,227,2,999,0
A26715,46,services,divorced,basic.9y,no,unknown,unknown,cellular,may,wed,222,1,999,0
A26716,43,admin.,married,high.school,no,no,no,telephone,jul,tue,647,1,999,0
A26717,60,retired,divorced,high.school,no,yes,no,cellular,jul,fri,55,1,999,0
A26718,47,self-employed,single,professional.course,no,yes,no,cellular,nov,thu,97,2,999,0
A26719,80,retired,married,basic.4y,unknown,no,no,cellular,mar,mon,95,1,999,0
A26720,50,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jul,thu,90,1,999,0
A26721,36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,151,1,999,0
A26722,45,management,married,university.degree,unknown,yes,yes,cellular,jul,mon,56,2,999,0
A26723,45,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,75,1,999,0
A26724,32,blue-collar,single,high.school,no,no,no,telephone,jul,tue,480,8,999,0
A26725,31,blue-collar,single,basic.9y,no,no,no,telephone,jul,wed,138,1,999,0
A26726,35,services,married,professional.course,no,no,no,cellular,may,thu,293,1,999,0
A26727,30,blue-collar,married,basic.9y,no,no,yes,telephone,jun,fri,78,2,999,0
A26728,32,technician,married,university.degree,no,yes,no,cellular,aug,mon,151,1,999,0
A26729,35,blue-collar,single,basic.4y,no,no,no,cellular,jul,fri,308,2,999,0
A26730,58,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,mon,362,5,999,0
A26731,35,admin.,married,university.degree,no,yes,no,cellular,apr,mon,176,1,999,0
A26732,54,services,married,high.school,unknown,no,no,cellular,apr,fri,408,1,999,1
A26733,31,admin.,single,high.school,no,no,no,cellular,aug,mon,93,2,999,0
A26734,56,management,married,university.degree,no,no,yes,telephone,may,wed,171,1,999,0
A26735,37,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,124,4,999,0
A26736,40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,46,1,999,0
A26737,46,unemployed,married,basic.9y,unknown,no,no,telephone,jun,tue,87,7,999,0
A26738,30,admin.,married,high.school,unknown,yes,yes,cellular,aug,thu,1151,1,999,0
A26739,28,blue-collar,single,university.degree,no,unknown,unknown,cellular,sep,thu,744,1,999,0
A26740,44,blue-collar,married,unknown,unknown,yes,no,cellular,jul,tue,299,4,999,0
A26741,43,admin.,married,university.degree,no,yes,no,telephone,jul,tue,145,2,999,0
A26742,43,technician,married,professional.course,unknown,no,no,cellular,aug,mon,67,4,999,0
A26743,64,admin.,married,university.degree,no,no,yes,cellular,dec,thu,1804,3,999,0
A26744,49,blue-collar,divorced,high.school,no,no,no,telephone,may,fri,152,1,999,0
A26745,34,admin.,married,university.degree,no,no,no,cellular,aug,wed,202,1,999,0
A26746,48,housemaid,married,basic.4y,no,yes,no,telephone,sep,mon,9,1,999,0
A26747,34,admin.,single,university.degree,no,no,no,cellular,aug,tue,121,3,999,0
A26748,53,technician,divorced,university.degree,no,no,no,cellular,jun,wed,705,1,999,1
A26749,51,admin.,married,high.school,no,no,no,cellular,may,tue,40,4,999,0
A26750,33,admin.,married,university.degree,no,yes,no,telephone,may,thu,239,2,999,0
A26751,45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,95,2,999,0
A26752,33,management,single,university.degree,no,yes,yes,telephone,may,tue,160,3,999,0
A26753,30,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,487,2,999,0
A26754,55,admin.,married,high.school,no,no,yes,telephone,may,thu,134,4,999,0
A26755,37,technician,married,university.degree,no,yes,yes,cellular,aug,thu,180,6,999,0
A26756,31,admin.,married,basic.9y,no,yes,no,cellular,jul,tue,779,2,999,0
A26757,74,retired,married,professional.course,no,yes,no,cellular,aug,thu,204,3,999,1
A26758,36,technician,married,professional.course,no,no,yes,telephone,may,fri,335,1,999,0
A26759,57,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,369,1,999,0
A26760,42,blue-collar,married,unknown,unknown,yes,yes,telephone,may,tue,264,1,999,0
A26761,42,admin.,married,university.degree,no,no,no,cellular,jul,thu,1142,5,999,0
A26762,30,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,207,1,999,0
A26763,30,blue-collar,single,high.school,no,yes,no,cellular,nov,thu,293,1,999,0
A26764,29,technician,single,high.school,no,yes,no,cellular,aug,mon,29,2,999,0
A26765,46,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,257,2,999,0
A26766,37,technician,married,professional.course,no,no,no,cellular,aug,fri,188,1,999,0
A26767,38,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,159,1,999,1
A26768,61,retired,married,basic.4y,no,yes,no,cellular,apr,wed,245,4,999,1
A26769,43,blue-collar,married,high.school,no,no,no,cellular,apr,fri,997,1,999,1
A26770,30,technician,single,university.degree,unknown,no,no,telephone,jun,tue,722,2,999,0
A26771,35,services,single,basic.4y,no,no,no,telephone,may,tue,329,1,999,0
A26772,44,admin.,single,university.degree,no,no,no,cellular,aug,thu,492,1,999,2
A26773,34,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,137,1,999,1
A26774,45,admin.,single,basic.9y,no,yes,yes,cellular,apr,tue,119,2,999,1
A26775,32,technician,married,high.school,no,no,no,cellular,sep,thu,245,1,999,0
A26776,42,admin.,single,university.degree,no,no,no,cellular,jul,tue,125,4,999,0
A26777,73,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,135,1,999,0
A26778,31,entrepreneur,single,university.degree,no,yes,yes,cellular,may,thu,204,1,999,0
A26779,53,blue-collar,married,basic.9y,no,yes,yes,telephone,nov,mon,44,1,999,0
A26780,34,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,59,1,999,0
A26781,33,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,wed,112,4,999,0
A26782,21,student,single,high.school,no,no,no,cellular,may,thu,24,1,999,1
A26783,35,admin.,married,university.degree,no,no,yes,cellular,may,thu,17,7,999,0
A26784,33,admin.,single,university.degree,no,yes,no,cellular,may,thu,143,1,999,0
A26785,30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,126,2,999,0
A26786,64,technician,married,professional.course,no,yes,no,cellular,apr,wed,65,2,999,0
A26787,37,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,296,1,999,0
A26788,58,self-employed,married,unknown,unknown,no,no,cellular,may,wed,250,2,999,0
A26789,53,services,married,basic.9y,unknown,no,no,cellular,aug,mon,79,1,999,0
A26790,55,retired,married,basic.4y,unknown,yes,no,cellular,jul,fri,129,3,999,0
A26791,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,107,2,999,0
A26792,26,admin.,divorced,basic.9y,no,no,no,cellular,jul,mon,489,3,999,0
A26793,64,housemaid,married,unknown,no,yes,no,telephone,may,wed,671,3,999,0
A26794,29,admin.,married,university.degree,no,yes,no,cellular,jul,tue,88,1,999,2
A26795,34,technician,single,professional.course,no,yes,no,cellular,may,mon,601,2,999,1
A26796,40,services,married,high.school,no,yes,no,cellular,nov,tue,66,1,999,0
A26797,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,196,4,999,0
A26798,32,services,married,high.school,unknown,yes,no,telephone,may,wed,127,2,999,0
A26799,36,housemaid,single,university.degree,no,unknown,unknown,cellular,aug,fri,119,2,3,1
A26800,33,services,married,high.school,no,yes,no,telephone,jul,tue,32,7,999,0
A26801,42,technician,married,basic.6y,no,no,no,telephone,jun,thu,399,1,999,0
A26802,33,admin.,married,university.degree,no,no,no,cellular,aug,thu,137,5,999,0
A26803,27,admin.,married,high.school,no,yes,no,cellular,may,wed,119,3,999,0
A26804,41,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,94,1,999,0
A26805,38,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,115,1,999,0
A26806,28,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,200,1,999,0
A26807,56,self-employed,married,university.degree,no,no,no,cellular,jun,thu,754,3,999,0
A26808,41,blue-collar,married,professional.course,no,no,no,telephone,may,thu,53,3,999,0
A26809,56,services,divorced,high.school,unknown,yes,no,telephone,may,wed,935,1,999,0
A26810,24,blue-collar,single,basic.9y,no,yes,no,cellular,jul,wed,71,1,999,0
A26811,37,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,147,3,999,0
A26812,58,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,26,2,999,0
A26813,41,unemployed,married,high.school,no,no,no,cellular,sep,wed,182,1,6,3
A26814,40,blue-collar,divorced,basic.4y,no,yes,no,cellular,nov,fri,58,1,999,1
A26815,34,admin.,married,high.school,no,no,no,telephone,may,thu,122,1,999,0
A26816,59,retired,divorced,basic.4y,no,no,no,cellular,jul,mon,410,2,999,0
A26817,25,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,283,5,999,0
A26818,38,admin.,single,university.degree,no,yes,no,telephone,sep,tue,490,1,999,0
A26819,31,unemployed,single,professional.course,no,no,no,telephone,may,tue,92,2,999,0
A26820,35,services,married,high.school,no,no,no,cellular,sep,tue,421,2,3,1
A26821,39,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,199,3,999,0
A26822,33,technician,married,university.degree,unknown,yes,no,cellular,aug,tue,153,1,999,0
A26823,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,67,2,999,0
A26824,31,admin.,single,university.degree,no,no,no,cellular,aug,thu,419,3,999,0
A26825,50,self-employed,divorced,university.degree,unknown,yes,no,cellular,jul,wed,544,11,999,0
A26826,33,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,173,3,999,0
A26827,60,management,married,unknown,unknown,yes,no,telephone,jun,mon,35,1,999,0
A26828,31,admin.,married,high.school,no,no,no,cellular,jun,wed,161,1,2,1
A26829,35,admin.,married,high.school,unknown,yes,no,cellular,may,fri,500,2,999,1
A26830,52,admin.,divorced,university.degree,unknown,yes,no,cellular,aug,fri,172,1,999,0
A26831,41,technician,divorced,high.school,no,yes,no,cellular,jul,mon,357,1,999,0
A26832,25,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,114,2,999,0
A26833,30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,461,1,999,0
A26834,36,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,187,4,999,0
A26835,32,technician,single,university.degree,no,no,no,cellular,jun,mon,1048,1,999,0
A26836,39,blue-collar,married,professional.course,no,no,no,cellular,jul,mon,280,1,999,0
A26837,26,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,199,1,999,0
A26838,26,technician,single,professional.course,no,yes,no,cellular,may,thu,294,2,999,0
A26839,33,unemployed,married,high.school,unknown,yes,no,cellular,jul,wed,590,9,999,0
A26840,32,technician,divorced,professional.course,no,yes,no,telephone,jul,wed,18,1,999,0
A26841,41,technician,single,professional.course,no,no,no,telephone,may,fri,139,2,999,0
A26842,39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,261,1,3,1
A26843,43,blue-collar,single,professional.course,no,yes,no,telephone,jun,tue,209,2,999,0
A26844,32,technician,single,university.degree,no,no,no,telephone,may,mon,251,3,999,0
A26845,51,housemaid,married,basic.4y,unknown,no,no,cellular,aug,fri,253,1,999,0
A26846,38,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,110,3,999,0
A26847,29,admin.,single,high.school,no,no,no,cellular,may,wed,131,1,999,1
A26848,29,management,single,university.degree,no,no,no,cellular,aug,mon,300,1,999,0
A26849,44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,472,1,999,0
A26850,44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,720,2,999,0
A26851,35,admin.,married,high.school,no,no,no,telephone,may,tue,184,1,999,0
A26852,28,services,married,basic.9y,unknown,yes,yes,cellular,may,thu,65,3,999,1
A26853,31,services,married,basic.9y,no,yes,no,telephone,may,fri,186,5,999,0
A26854,36,admin.,married,university.degree,unknown,no,no,cellular,aug,tue,97,3,999,0
A26855,29,admin.,single,professional.course,no,yes,no,cellular,may,tue,788,2,999,0
A26856,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,227,15,999,0
A26857,36,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,164,4,999,0
A26858,23,student,single,basic.6y,no,yes,no,cellular,may,tue,258,1,999,0
A26859,38,admin.,married,university.degree,no,yes,no,telephone,may,tue,47,5,999,0
A26860,54,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,157,3,999,0
A26861,36,unemployed,single,professional.course,unknown,yes,no,cellular,apr,mon,533,1,999,0
A26862,44,blue-collar,married,high.school,unknown,yes,no,telephone,jun,wed,51,4,999,0
A26863,45,services,single,professional.course,unknown,no,no,telephone,may,tue,449,1,999,0
A26864,45,admin.,married,unknown,unknown,yes,no,cellular,jul,thu,418,2,999,0
A26865,42,technician,married,university.degree,no,no,yes,cellular,aug,thu,168,1,999,0
A26866,37,admin.,single,university.degree,no,no,yes,cellular,may,mon,553,1,999,1
A26867,49,admin.,married,university.degree,no,no,no,cellular,jun,thu,259,2,999,0
A26868,47,services,divorced,high.school,unknown,no,no,cellular,aug,thu,819,6,999,0
A26869,28,student,single,basic.9y,no,yes,no,cellular,mar,tue,320,1,999,0
A26870,59,retired,married,high.school,no,yes,no,cellular,aug,mon,370,2,999,0
A26871,30,services,married,high.school,no,no,no,cellular,apr,thu,647,2,999,1
A26872,37,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,tue,200,1,999,0
A26873,49,admin.,single,basic.9y,no,yes,yes,cellular,nov,wed,259,2,999,0
A26874,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,231,2,999,0
A26875,30,unemployed,single,high.school,no,no,no,cellular,may,fri,13,11,999,0
A26876,31,services,married,high.school,unknown,no,no,cellular,may,mon,619,6,999,0
A26877,35,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,79,2,999,0
A26878,28,admin.,married,high.school,no,yes,no,telephone,may,wed,238,2,999,0
A26879,36,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,159,6,999,0
A26880,35,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,134,1,999,1
A26881,34,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,144,4,999,0
A26882,45,technician,married,unknown,unknown,yes,no,cellular,jul,mon,326,2,999,0
A26883,31,technician,single,professional.course,no,yes,yes,cellular,may,mon,187,1,999,1
A26884,32,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,104,1,999,0
A26885,39,admin.,single,high.school,unknown,no,no,telephone,may,tue,215,1,999,0
A26886,32,management,single,university.degree,no,no,yes,cellular,nov,wed,541,1,999,0
A26887,53,technician,divorced,professional.course,no,no,no,telephone,may,fri,327,2,999,0
A26888,25,unemployed,single,high.school,no,no,no,cellular,aug,tue,188,1,3,3
A26889,37,student,single,unknown,no,yes,no,cellular,jul,tue,661,2,999,0
A26890,38,admin.,single,high.school,no,yes,no,cellular,may,tue,100,4,999,0
A26891,40,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,117,1,999,0
A26892,26,retired,single,high.school,no,unknown,unknown,cellular,jun,wed,508,1,999,0
A26893,34,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,104,3,999,0
A26894,34,entrepreneur,married,high.school,no,yes,yes,cellular,may,thu,97,1,999,1
A26895,30,admin.,single,basic.9y,no,no,no,cellular,may,tue,17,1,999,0
A26896,51,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,470,1,999,0
A26897,38,technician,single,professional.course,no,yes,no,telephone,may,mon,15,7,999,0
A26898,28,services,single,high.school,no,yes,yes,cellular,may,tue,6,5,999,0
A26899,46,management,married,university.degree,unknown,no,no,telephone,jun,mon,183,3,999,0
A26900,30,technician,married,professional.course,no,no,no,cellular,aug,tue,392,1,999,0
A26901,48,blue-collar,married,high.school,no,no,no,cellular,may,tue,407,2,3,1
A26902,33,blue-collar,married,basic.6y,no,no,yes,cellular,jul,tue,289,3,999,0
A26903,41,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,mon,126,3,999,0
A26904,27,self-employed,single,university.degree,no,no,yes,telephone,jun,fri,100,4,999,0
A26905,35,admin.,married,university.degree,no,yes,no,cellular,nov,wed,112,1,999,0
A26906,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,276,2,999,0
A26907,26,admin.,married,high.school,no,yes,yes,cellular,jul,wed,273,5,999,0
A26908,49,retired,married,high.school,no,no,no,cellular,may,mon,47,3,999,1
A26909,44,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,181,1,999,0
A26910,35,admin.,married,high.school,unknown,no,no,telephone,may,mon,66,4,999,0
A26911,39,technician,married,professional.course,no,no,no,telephone,oct,thu,171,1,999,0
A26912,56,retired,divorced,university.degree,no,yes,no,cellular,jun,mon,164,1,3,1
A26913,44,admin.,single,professional.course,no,yes,no,telephone,nov,thu,25,8,999,0
A26914,41,technician,married,unknown,unknown,yes,yes,cellular,aug,thu,93,1,999,0
A26915,56,retired,married,university.degree,no,yes,no,telephone,may,wed,199,3,999,0
A26916,26,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,144,2,999,0
A26917,34,admin.,single,university.degree,no,yes,no,cellular,jul,wed,46,1,999,0
A26918,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,thu,542,3,999,0
A26919,47,admin.,married,university.degree,no,no,no,cellular,aug,fri,451,2,999,0
A26920,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,186,2,999,0
A26921,24,admin.,married,university.degree,no,no,no,cellular,jul,wed,135,1,999,0
A26922,42,services,divorced,high.school,unknown,yes,no,telephone,jun,mon,45,1,999,0
A26923,24,management,married,unknown,no,no,no,cellular,mar,fri,93,5,999,0
A26924,33,services,single,basic.9y,no,yes,no,cellular,apr,thu,483,2,999,0
A26925,32,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,1809,4,999,0
A26926,64,retired,married,university.degree,no,yes,no,cellular,apr,tue,146,4,999,0
A26927,55,entrepreneur,divorced,high.school,unknown,no,no,cellular,aug,wed,88,1,999,0
A26928,31,management,single,university.degree,no,no,no,cellular,may,wed,82,2,999,0
A26929,50,services,married,high.school,unknown,yes,no,telephone,may,tue,175,2,999,0
A26930,30,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,360,1,999,0
A26931,25,services,single,high.school,no,no,no,cellular,jul,mon,422,2,999,0
A26932,46,self-employed,married,basic.9y,unknown,no,yes,cellular,nov,mon,836,1,999,1
A26933,36,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,mon,221,8,999,0
A26934,53,admin.,married,high.school,unknown,no,no,cellular,jul,thu,10,8,999,0
A26935,54,management,married,basic.6y,no,yes,no,cellular,nov,wed,616,3,999,1
A26936,34,technician,single,professional.course,no,no,no,cellular,mar,fri,301,3,999,0
A26937,39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,193,2,999,0
A26938,35,admin.,married,high.school,no,yes,no,telephone,may,thu,52,1,999,0
A26939,37,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,17,7,999,0
A26940,32,self-employed,married,high.school,no,yes,no,cellular,aug,thu,29,9,999,0
A26941,40,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,381,2,999,0
A26942,41,housemaid,married,university.degree,unknown,no,no,telephone,may,fri,199,3,999,0
A26943,49,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,97,1,999,0
A26944,40,admin.,married,university.degree,no,no,no,cellular,aug,thu,262,4,999,0
A26945,24,technician,single,high.school,no,yes,no,cellular,apr,mon,390,1,999,0
A26946,24,student,married,university.degree,no,no,no,telephone,may,tue,139,3,999,0
A26947,53,services,married,basic.9y,no,yes,no,cellular,aug,mon,196,2,999,0
A26948,42,technician,married,basic.9y,no,yes,no,telephone,may,wed,88,3,999,0
A26949,38,admin.,married,university.degree,no,yes,no,cellular,aug,tue,427,12,999,0
A26950,35,admin.,single,high.school,no,yes,yes,cellular,jul,wed,652,1,999,0
A26951,33,entrepreneur,single,university.degree,no,yes,no,cellular,nov,tue,295,1,999,1
A26952,27,admin.,married,high.school,no,no,no,cellular,may,thu,244,1,999,1
A26953,38,technician,single,professional.course,no,no,no,cellular,may,mon,170,2,999,1
A26954,39,blue-collar,married,basic.9y,unknown,no,yes,cellular,nov,wed,418,1,999,0
A26955,37,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,377,4,999,0
A26956,29,technician,single,basic.9y,no,unknown,unknown,telephone,apr,mon,116,1,999,0
A26957,39,self-employed,married,university.degree,no,no,no,telephone,jun,mon,135,3,999,0
A26958,37,blue-collar,married,basic.4y,no,yes,no,cellular,nov,thu,138,1,999,0
A26959,59,management,married,unknown,no,yes,no,cellular,sep,thu,107,1,999,0
A26960,58,admin.,married,university.degree,no,no,no,cellular,aug,wed,233,2,999,0
A26961,37,blue-collar,single,basic.9y,unknown,yes,yes,telephone,may,mon,163,2,999,0
A26962,37,technician,single,university.degree,no,yes,yes,cellular,aug,thu,73,2,4,1
A26963,74,retired,married,professional.course,no,no,no,cellular,may,fri,309,4,999,3
A26964,46,technician,divorced,university.degree,unknown,no,no,cellular,jul,fri,65,2,999,0
A26965,47,technician,married,professional.course,no,yes,no,cellular,aug,mon,139,3,999,0
A26966,40,technician,married,professional.course,no,no,no,cellular,aug,tue,348,1,999,0
A26967,48,management,married,basic.4y,unknown,no,no,telephone,may,wed,238,1,999,0
A26968,39,blue-collar,single,professional.course,no,no,no,telephone,may,fri,128,2,999,0
A26969,83,retired,married,unknown,no,yes,no,cellular,sep,mon,75,2,999,0
A26970,23,services,single,high.school,no,no,no,telephone,jun,wed,174,9,999,0
A26971,40,housemaid,single,university.degree,no,yes,no,telephone,jun,fri,253,2,999,0
A26972,51,unemployed,married,high.school,no,yes,no,cellular,nov,thu,120,4,999,0
A26973,24,student,single,basic.9y,no,yes,no,cellular,apr,tue,252,1,999,1
A26974,43,self-employed,divorced,basic.9y,no,yes,no,cellular,may,wed,133,2,999,0
A26975,58,management,married,university.degree,no,no,no,cellular,may,mon,248,1,999,1
A26976,27,services,married,university.degree,no,no,no,cellular,may,tue,223,1,999,0
A26977,56,technician,married,basic.4y,unknown,no,no,telephone,jun,wed,458,1,999,0
A26978,53,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,528,1,999,0
A26979,41,unemployed,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,271,3,999,0
A26980,32,self-employed,single,university.degree,no,no,no,cellular,jul,thu,276,2,999,0
A26981,51,technician,married,professional.course,no,unknown,unknown,cellular,may,thu,1462,2,999,1
A26982,44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,109,1,999,0
A26983,29,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,wed,133,1,999,1
A26984,51,admin.,married,university.degree,no,yes,no,cellular,aug,fri,51,1,999,0
A26985,42,technician,married,professional.course,unknown,yes,no,telephone,nov,mon,1606,1,999,0
A26986,49,technician,divorced,professional.course,no,yes,no,cellular,oct,fri,251,2,3,1
A26987,58,technician,married,high.school,no,yes,no,cellular,aug,thu,260,1,999,0
A26988,32,entrepreneur,married,basic.4y,no,yes,no,telephone,nov,wed,62,1,999,0
A26989,58,admin.,married,professional.course,no,yes,no,cellular,apr,thu,98,4,999,2
A26990,39,admin.,single,university.degree,no,no,yes,telephone,may,thu,364,3,999,0
A26991,32,management,single,university.degree,no,no,yes,cellular,mar,thu,167,1,999,0
A26992,59,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,244,4,999,0
A26993,37,services,married,basic.6y,no,yes,no,cellular,jul,tue,165,1,999,0
A26994,32,technician,single,professional.course,no,yes,no,cellular,aug,tue,71,2,999,0
A26995,29,admin.,married,university.degree,no,yes,no,cellular,aug,mon,72,1,999,0
A26996,41,admin.,married,university.degree,no,no,no,telephone,may,mon,128,2,999,0
A26997,35,services,single,university.degree,no,unknown,unknown,cellular,jun,tue,67,2,999,1
A26998,24,student,single,high.school,unknown,yes,no,cellular,aug,fri,319,1,999,1
A26999,41,management,divorced,basic.6y,no,no,no,cellular,nov,thu,268,1,999,0
A27000,20,student,single,basic.9y,no,yes,no,cellular,mar,thu,267,2,999,0
A27001,37,technician,married,professional.course,unknown,yes,no,telephone,may,fri,312,3,999,0
A27002,35,blue-collar,single,basic.6y,no,no,no,telephone,jun,fri,81,2,999,0
A27003,56,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,44,1,999,0
A27004,44,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,378,2,999,0
A27005,41,housemaid,married,university.degree,unknown,no,no,telephone,may,fri,104,1,999,0
A27006,37,unemployed,married,university.degree,no,yes,no,telephone,may,fri,354,2,999,0
A27007,33,technician,married,university.degree,unknown,yes,no,telephone,may,tue,221,2,999,0
A27008,33,admin.,married,high.school,no,yes,yes,telephone,may,mon,115,4,999,0
A27009,30,self-employed,single,high.school,no,yes,no,telephone,may,fri,144,1,999,0
A27010,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,244,7,999,0
A27011,42,admin.,married,high.school,no,yes,yes,telephone,oct,fri,103,1,999,0
